id,originX,originY,destX,destY,lambda,Pw,Lw,ew
0,86,22,93,64,0.2,0.978527,48.8977,41.773
1,44,85,66,74,0.2,0.816813,32.4682,21.9145
2,172,0,64,106,0.2,0.999989,206.115,169.233
3,82,168,61,87,0.2,0.92052,100.702,76.8818
4,148,178,104,62,0.2,0.997838,156.611,123.992
5,109,126,107,119,0.2,0.834535,9.1665,7.01378
6,0,170,65,87,0.2,0.989797,143.491,125.145
7,108,18,102,98,0.2,0.999842,84.6797,78.1766
8,156,129,66,92,0.2,0.999945,123.746,88.4308
9,153,58,72,67,0.2,0.963828,88.0397,75.7931
10,121,76,116,103,0.2,0.907611,32.078,23.6445
11,168,54,100,108,0.2,0.999772,118.656,92.5057
12,6,27,60,117,0.2,0.998638,140.45,130.295
13,10,107,108,94,0.2,0.995961,108.823,91.7975
14,54,34,78,118,0.2,0.997149,106.443,90.6233
15,26,139,70,116,0.2,0.999434,65.7938,62.192
16,3,161,65,66,0.2,0.95977,154.216,121.49
17,58,14,97,110,0.2,0.999812,133.42,107.045
18,84,28,63,71,0.2,0.989425,63.0456,51.6456
19,23,116,91,110,0.2,0.987473,72.3573,65.4185
20,101,177,94,76,0.2,0.991264,104.772,95.2652
21,29,172,68,90,0.2,0.999027,118.834,107.976
22,79,22,83,80,0.2,0.954919,61.6894,52.6863
23,67,128,60,68,0.2,0.814299,66.1293,44.3199
24,92,43,114,114,0.2,0.999278,91.8251,71.455
25,112,66,76,75,0.2,0.686438,44.0587,27.4632
26,167,26,83,100,0.2,0.999848,153.767,127.271
27,149,150,108,78,0.2,0.994617,110.743,90.1137
28,133,8,97,72,0.2,0.997115,98.0761,91.9762
29,149,12,92,66,0.2,0.999948,108.169,98.0372
30,110,166,79,72,0.2,0.999381,122.909,101.708
31,6,100,119,62,0.2,0.998065,146.393,103.535
32,108,102,99,113,0.2,0.785401,20.1718,13.5567
33,88,123,112,67,0.2,0.992815,79.0257,50.9497
34,90,27,64,69,0.2,0.998035,66.8259,57.7968
35,118,22,95,97,0.2,0.977211,95.982,83.6191
36,84,95,60,94,0.2,0.675482,24.6321,14.3526
37,143,3,84,114,0.2,0.999898,166.028,137.956
38,103,17,83,81,0.2,0.961135,82.9702,66.7692
39,63,111,92,114,0.2,0.983051,31.9789,25.8961
40,37,125,105,74,0.2,0.999837,116.569,94.7899
41,174,179,104,72,0.2,0.999951,171.856,141.27
42,162,102,114,79,0.2,0.999734,69.1628,62.7736
43,113,45,74,120,0.2,0.997601,112.403,73.6268
44,150,73,106,117,0.2,0.966583,85.3943,61.4156
45,80,161,66,71,0.2,0.959091,102.599,73.9965
46,46,32,70,112,0.2,0.999792,101.85,95.3228
47,160,149,82,93,0.2,0.999818,130.535,96.9736
48,38,26,89,117,0.2,0.999987,139.81,127.509
49,148,18,110,100,0.2,0.99987,116.696,104.625
50,118,100,120,83,0.2,0.770699,19.0916,13.6987
51,2,123,85,85,0.2,0.999791,118.153,102.255
52,24,27,94,66,0.2,0.999778,106.667,100.474
53,88,84,114,86,0.2,0.965965,27.8286,20.1279
54,52,124,81,93,0.2,0.948232,59.0609,51.1386
55,43,18,92,107,0.2,0.999997,135.896,119.945
56,21,106,60,83,0.2,0.940689,60.1734,50.227
57,152,138,68,109,0.2,0.995908,110.856,93.9794
58,85,141,104,75,0.2,0.943079,83.1162,56.8869
59,172,62,72,83,0.2,0.994014,117.622,92.2359
60,137,35,69,114,0.2,1,143.238,122.959
61,39,7,68,71,0.2,0.999892,91.0762,86.2943
62,50,88,82,118,0.2,0.926905,61.2051,47.8452
63,19,97,63,120,0.2,0.951342,65.9661,55.6027
64,123,45,86,115,0.2,0.999423,104.981,67.0461
65,114,163,118,109,0.2,0.988315,56.633,49.8423
66,102,69,79,95,0.2,0.985992,48.4542,37.7191
67,107,38,68,102,0.2,0.999927,101.084,79.211
68,149,173,73,116,0.2,0.989378,131.033,104.385
69,106,1,112,85,0.2,0.9999,87.9283,81.5055
70,17,0,100,73,0.2,1,152.278,144.399
71,70,161,113,60,0.2,0.999947,141.285,102.408
72,69,109,80,66,0.2,0.916127,53.9667,40.3471
73,128,170,83,68,0.2,0.999657,144.02,99.9749
74,174,62,94,96,0.2,0.999371,111.926,89.3939
75,73,112,105,73,0.2,0.881096,70.2991,42.4836
76,139,166,86,84,0.2,0.999972,132.773,100.038
77,117,57,97,76,0.2,0.784387,38.5416,26.6568
78,98,138,66,80,0.2,0.991543,89.2585,61.0108
79,76,61,93,77,0.2,0.874709,33.1806,22.2384
80,108,48,64,103,0.2,0.993345,97.3063,74.4006
81,156,102,106,64,0.2,0.998165,85.953,64.406
82,105,29,98,80,0.2,0.992312,57.5104,53.0153
83,4,147,87,93,0.2,0.990362,132.285,113.256
84,35,178,79,81,0.2,0.99278,136.978,113.917
85,133,102,115,97,0.2,0.962051,23.0028,19.0186
86,21,110,88,104,0.2,0.997357,71.4214,63.1357
87,170,16,63,72,0.2,0.999398,158.589,130.842
88,34,46,114,120,0.2,1,151.343,118.667
89,105,16,99,78,0.2,0.996394,67.201,61.9816
90,132,4,113,114,0.2,0.999807,125.807,112.685
91,126,3,94,101,0.2,0.99868,127.102,110.377
92,127,40,65,85,0.2,0.996935,104.929,80.5434
93,167,130,106,60,0.2,0.993961,128.716,90.6827
94,108,170,95,106,0.2,0.999323,76.0228,67.4152
95,7,129,103,101,0.2,0.995325,120.875,94.2729
96,126,173,96,73,0.2,0.997318,128.636,101.646
97,135,74,115,66,0.2,0.696377,27.3736,18.2408
98,40,36,101,108,0.2,0.999999,130.928,98.6239
99,121,12,89,111,0.2,0.998796,128.476,101.609
100,17,31,62,105,0.2,0.990822,116.395,105.641
101,14,155,65,115,0.2,0.998402,88.5346,83.1828
102,0,9,100,84,0.2,1,171.926,160.296
103,133,153,89,96,0.2,0.999827,99.1445,80.4294
104,119,4,113,92,0.2,0.999805,91.5359,86.9334
105,8,158,93,96,0.2,0.999986,143.871,118.16
106,160,11,84,79,0.2,0.999848,139.635,127.044
107,122,140,93,103,0.2,0.999706,64.8431,56.4509
108,91,19,99,109,0.2,0.998856,96.7453,84.7853
109,173,4,78,119,0.2,1,204.382,153.356
110,13,37,116,70,0.2,0.99998,133.569,115.735
111,136,158,67,101,0.2,0.997908,123.073,95.8041
112,24,76,69,110,0.2,0.999953,77.2028,62.8071
113,174,29,89,109,0.2,0.999966,161.93,131.356
114,143,136,60,91,0.2,0.949804,124.471,94.1279
115,91,168,64,86,0.2,0.96684,106.813,85.4566
116,74,12,76,94,0.2,0.975696,83.4013,73.5038
117,59,1,63,82,0.2,0.99339,83.4808,76.6827
118,4,150,119,118,0.2,0.995607,143.37,116.893
119,29,125,112,92,0.2,0.999903,113.47,88.1045
120,101,91,69,115,0.2,0.912159,55.533,28.8045
121,116,139,72,61,0.2,0.999264,119.141,73.6516
122,73,54,114,94,0.2,0.999561,79.821,65.7784
123,117,48,93,120,0.2,0.996477,94.6456,59.7484
124,34,20,83,73,0.2,0.999185,99.9928,92.196
125,41,70,117,117,0.2,1,121.221,93.3537
126,140,125,68,68,0.2,0.999999,124.694,81.3027
127,114,130,90,73,0.2,0.998974,80.2789,61.144
128,101,159,108,104,0.2,0.985255,61.9666,50.938
129,128,116,83,120,0.2,0.877827,48.2514,35.2912
130,168,46,78,111,0.2,0.999999,149.494,120.444
131,74,153,99,74,0.2,0.999427,102.692,74.6819
132,170,105,103,62,0.2,0.996419,107.055,89.9483
133,123,112,95,94,0.2,0.936763,45.1462,37.3626
134,74,43,73,75,0.2,0.9899,32.786,30.0659
135,153,154,117,110,0.2,0.999981,79.2407,65.1493
136,178,67,62,93,0.2,0.989459,137.775,99.0828
137,54,9,74,112,0.2,0.999873,120.854,104.232
138,40,12,74,118,0.2,0.999945,136.961,119.331
139,45,79,92,106,0.2,0.992424,73.597,56.9697
140,142,71,90,73,0.2,0.994394,52.828,41.2787
141,158,108,87,113,0.2,0.963421,73.9807,60.3981
142,14,115,82,64,0.2,0.974346,115.757,90.0676
143,62,144,76,114,0.2,0.824482,43.4747,30.1528
144,44,160,70,110,0.2,0.999215,74.1,65.6594
145,165,116,93,87,0.2,0.999324,100.224,88.3806
146,142,156,69,94,0.2,0.999998,133.1,81.4039
147,132,168,68,98,0.2,0.999866,132.42,86.0445
148,112,141,93,94,0.2,0.999585,65.0705,55.3998
149,81,142,97,104,0.2,0.957719,53.5162,42.4301
150,28,149,110,81,0.2,0.999146,145.661,109.084
151,95,3,99,104,0.2,0.99827,104.097,92.5497
152,11,120,120,94,0.2,0.999987,131.816,114.094
153,1,27,75,67,0.2,0.999999,112.305,104.728
154,101,75,100,64,0.2,0.814199,12.425,7.64168
155,58,81,85,78,0.2,0.914626,29.6787,22.1991
156,81,151,120,61,0.2,0.998197,126.362,82.4799
157,139,110,87,112,0.2,0.917886,52.5687,43.0402
158,46,19,92,81,0.2,0.999851,105.693,92.0467
159,2,16,107,88,0.2,1,172.219,147.228
160,106,177,82,88,0.2,0.996692,110.684,92.5798
161,40,152,66,118,0.2,0.984074,59.1346,51.2987
162,100,27,84,99,0.2,0.986923,86.8375,68.526
163,31,70,103,69,0.2,0.999149,71.6715,66.7305
164,22,79,64,77,0.2,0.997705,43.1423,39.7788
165,27,134,111,98,0.2,0.978375,117.968,82.4393
166,171,154,104,71,0.2,0.99984,146.815,88.0883
167,30,15,105,69,0.2,1,126.844,116.483
168,99,140,87,72,0.2,0.993113,79.5834,55.0868
169,1,32,119,70,0.2,0.999999,152.521,131.889
170,139,129,111,79,0.2,0.994429,76.8945,63.043
171,150,176,109,85,0.2,0.999999,129.67,99.7872
172,94,15,109,86,0.2,0.999956,84.8795,76.3089
173,105,50,82,115,0.2,0.932565,86.5278,68.2948
174,126,86,102,82,0.2,0.906777,27.6345,23.169
175,105,33,75,103,0.2,0.992102,98.6601,72.1205
176,128,91,100,96,0.2,0.976032,32.3587,23.5065
177,86,46,62,89,0.2,0.894222,65.6366,47.676
178,65,153,88,119,0.2,0.999099,56.4803,48.3617
179,46,178,104,116,0.2,0.996986,117.634,90.6783
180,110,153,81,77,0.2,0.967573,102.98,67.4451
181,64,127,76,99,0.2,0.95658,40.2507,28.2554
182,48,78,60,87,0.2,0.909772,21.0518,17.0792
183,144,143,81,117,0.2,0.999585,87.9296,68.018
184,151,69,113,114,0.2,0.887905,81.3311,57.001
185,163,29,77,82,0.2,0.999861,136.523,112.118
186,3,32,60,91,0.2,0.997033,113.524,104.301
187,36,14,95,65,0.2,0.999994,108.264,103.894
188,171,146,79,110,0.2,0.997995,124.206,102.283
189,132,122,117,75,0.2,0.994884,61.3275,51.1205
190,54,16,99,109,0.2,0.999972,136.57,108.255
191,39,128,71,68,0.2,0.998907,90.8343,80.6623
192,42,142,104,99,0.2,0.998693,102.653,78.8026
193,10,56,103,89,0.2,0.999977,123.164,114.108
194,95,146,86,73,0.2,0.993461,81.3203,66.8189
195,134,131,72,85,0.2,0.999147,106.96,71.4945
196,171,96,111,113,0.2,0.726895,75.1113,44.5434
197,115,60,111,86,0.2,0.949091,30.1324,24.3036
198,54,118,102,114,0.2,0.950565,51.3687,41.1292
199,152,106,86,68,0.2,0.993063,101.619,78.0449
200,141,149,63,85,0.2,0.994412,140.194,83.8029
201,138,23,117,75,0.2,0.999952,71.3628,66.297
202,49,65,84,70,0.2,0.994711,40.0124,35.9102
203,70,153,77,72,0.2,0.987528,86.9645,77.4684
204,30,149,62,83,0.2,0.875251,96.3785,77.4185
205,28,99,107,108,0.2,0.99801,86.9299,76.5811
206,72,30,109,120,0.2,0.999936,124.474,86.7533
207,26,179,114,80,0.2,0.999916,181.316,153.865
208,99,53,78,113,0.2,0.983427,80.5254,58.9579
209,68,55,60,88,0.2,0.856181,40.818,25.2941
210,63,173,101,95,0.2,0.999871,114.183,91.4621
211,144,141,64,90,0.2,0.999605,128.838,91.8781
212,112,14,64,99,0.2,0.999808,130.659,99.8588
213,6,118,111,98,0.2,0.999893,121.93,108.857
214,80,153,106,94,0.2,0.969262,83.699,65.9245
215,5,93,65,116,0.2,0.986092,81.2109,73.424
216,47,91,81,60,0.2,0.739607,63.2976,40.2317
217,141,113,80,99,0.2,0.986761,74.3756,60.6374
218,162,144,72,91,0.2,0.999991,139.4,110.407
219,144,78,103,75,0.2,0.919021,43.6237,36.0083
220,169,87,80,114,0.2,0.999359,113.43,104.813
221,91,100,88,72,0.2,0.942131,31.8183,22.6734
222,125,47,91,72,0.2,0.999946,59.0589,50.1802
223,166,75,74,93,0.2,0.984048,106.751,77.88
224,66,57,111,78,0.2,0.979129,65.4022,50.5018
225,165,87,67,71,0.2,0.992494,110.768,95.3945
226,51,50,97,98,0.2,0.981086,93.1945,76.0404
227,152,59,67,99,0.2,0.999996,121.841,95.656
228,89,54,114,71,0.2,0.994332,41.7311,35.6762
229,169,47,82,75,0.2,0.999994,111.308,104.038
230,85,163,99,84,0.2,0.998823,91.1788,81.3958
231,41,104,104,118,0.2,0.980959,75.6077,69.7954
232,48,67,72,93,0.2,0.985478,49.8217,43.3654
233,139,51,60,98,0.2,0.999252,121.99,90.0493
234,102,170,101,93,0.2,0.998772,77.2675,69.6246
235,157,46,101,87,0.2,0.999992,95.0793,86.4787
236,28,119,111,77,0.2,0.997774,123.13,101.284
237,21,83,105,72,0.2,0.996482,92.5998,62.8897
238,33,3,98,68,0.2,0.999997,127.998,124.37
239,104,42,82,60,0.2,0.81548,39.2577,29.0452
240,84,4,86,75,0.2,0.998599,72.246,67.9111
241,150,76,111,88,0.2,0.986155,49.6297,44.3994
242,4,129,82,112,0.2,0.999945,93.6143,80.0292
243,112,86,77,61,0.2,0.938669,59.9444,31.9222
244,125,155,65,108,0.2,0.999258,105.804,74.6951
245,154,178,99,89,0.2,1,141.193,118.46
246,28,153,62,82,0.2,0.885779,103.633,87.7316
247,55,127,72,100,0.2,0.998985,43.7084,41.1361
248,128,60,106,95,0.2,0.981017,55.445,46.8796
249,114,9,63,62,0.2,0.988992,101.154,86.2894
250,117,103,63,68,0.2,0.999811,87.134,44.3035
251,119,33,76,101,0.2,0.988898,107.915,81.9395
252,175,1,72,90,0.2,1,187.706,172.129
253,101,154,67,88,0.2,0.998188,98.1717,76.8908
254,26,150,66,95,0.2,0.991343,93.3029,86.995
255,49,103,110,96,0.2,0.861879,67.3725,44.2516
256,49,44,93,66,0.2,0.994327,65.0606,55.4642
257,11,11,82,63,0.2,0.999666,120.093,114.601
258,145,103,66,112,0.2,0.895816,86.1626,54.4405
259,136,107,119,65,0.2,0.811032,58.1854,38.9816
260,3,72,117,95,0.2,0.999992,133.602,117.642
261,118,115,107,73,0.2,0.89838,52.1385,40.5216
262,9,96,92,71,0.2,0.990647,105.178,81.4311
263,4,20,120,75,0.2,0.999999,166.612,153.641
264,35,65,60,63,0.2,0.98942,26.6613,23.3166
265,9,100,66,99,0.2,0.994631,55.8956,53.1142
266,38,16,105,116,0.2,1,163.393,128.053
267,107,140,95,100,0.2,0.976112,51.7231,41.1005
268,175,129,115,100,0.2,0.999994,87.0117,75.9953
269,78,4,62,109,0.2,0.95689,118.643,84.9657
270,14,107,70,73,0.2,0.990426,87.4829,71.6929
271,14,54,108,76,0.2,0.999995,113.538,103.262
272,2,28,76,82,0.2,0.999999,126.481,119.393
273,150,118,95,79,0.2,0.996736,92.9238,73.8962
274,73,49,118,81,0.2,0.999287,75.9265,58.9057
275,46,107,100,112,0.2,0.983908,58.3827,49.3964
276,44,124,101,85,0.2,0.99978,94.129,73.2551
277,114,109,107,63,0.2,0.867494,53.7434,33.0314
278,77,160,106,66,0.2,0.98458,121.208,103.151
279,91,67,100,110,0.2,0.997001,52.0938,38.4688
280,115,8,72,63,0.2,0.999618,95.9545,85.5846
281,109,100,67,62,0.2,0.999864,78.5942,39.7761
282,71,110,104,61,0.2,0.936162,80.1744,48.5199
283,119,130,90,76,0.2,0.999234,81.8661,56.8239
284,47,1,61,68,0.2,0.999074,79.4847,76.4127
285,65,131,71,75,0.2,0.997047,61.2416,43.598
286,70,70,61,100,0.2,0.861824,38.789,22.1262
287,7,150,74,72,0.2,0.999604,141.157,123.524
288,145,123,103,95,0.2,0.99887,68.9019,62.4521
289,78,102,77,102,0.2,0.961534,0.983845,0.937198
290,97,96,65,70,0.2,0.950878,57.1134,33.6898
291,109,130,89,108,0.2,0.98702,41.8041,34.3959
292,6,58,92,76,0.2,0.999994,101.53,98.2796
293,23,144,63,98,0.2,0.993809,83.9901,73.876
294,103,38,79,90,0.2,0.997333,74.3789,64.0384
295,162,41,70,110,0.2,0.999998,156.609,130.649
296,162,133,116,93,0.2,0.999955,84.3266,74.1054
297,30,173,97,62,0.2,0.988671,171.918,134.577
298,102,35,78,114,0.2,0.997413,100.91,80.3121
299,80,72,101,112,0.2,0.99999,60.8612,35.9431
300,173,57,99,91,0.2,0.998811,105.119,91.2391
301,154,174,89,91,0.2,0.999993,145.02,116.328
302,142,121,99,87,0.2,0.999791,74.6994,64.3974
303,12,107,117,108,0.2,0.999237,104.524,100.419
304,166,113,93,97,0.2,0.999007,86.1785,77.9162
305,118,52,65,100,0.2,0.99732,97.8306,68.8627
306,146,81,98,97,0.2,0.897678,64.5303,42.2651
307,113,166,120,76,0.2,0.998219,94.7731,75.5822
308,81,31,117,110,0.2,0.999899,113.505,84.899
309,69,83,76,102,0.2,0.897662,27.1371,16.8143
310,126,125,74,88,0.2,0.99897,87.7455,66.754
311,20,42,75,65,0.2,0.999291,76.7806,69.4838
312,30,161,71,100,0.2,0.999967,99.48,87.7603
313,178,34,109,111,0.2,0.999773,140.923,124.693
314,107,25,102,115,0.2,0.999742,93.0147,84.1503
315,66,81,105,86,0.2,0.99351,43.7888,35.3694
316,75,103,64,99,0.2,0.715784,15.5424,8.45905
317,177,82,91,83,0.2,0.988025,85.2995,73.3075
318,110,162,118,108,0.2,0.987029,61.7415,51.5733
319,68,14,100,68,0.2,0.999904,84.3525,78.8833
320,168,135,64,77,0.2,0.999947,158.05,107.017
321,4,9,100,73,0.2,1,154.311,149.724
322,46,50,104,109,0.2,0.999873,115.394,91.1552
323,7,173,106,117,0.2,0.999929,149.725,132.465
324,94,81,89,84,0.2,0.858862,8.6793,5.17576
325,63,69,105,90,0.2,0.99647,62.8802,37.9191
326,147,14,77,66,0.2,0.999973,119.234,106.806
327,176,13,80,64,0.2,0.999971,142.997,123.175
328,129,149,67,66,0.2,0.997746,142.93,93.0284
329,178,31,77,110,0.2,0.999995,177.222,150.374
330,35,103,80,82,0.2,0.940273,64.7995,48.0208
331,54,113,115,81,0.2,0.996985,91.31,62.9361
332,90,9,63,92,0.2,0.996756,108.108,86.4802
333,21,152,74,64,0.2,0.987536,138.147,114.591
334,45,90,99,79,0.2,0.849311,63.6289,50.0488
335,134,161,66,89,0.2,0.999374,138.207,82.4692
336,172,175,70,117,0.2,0.999999,157.386,110.198
337,161,96,110,85,0.2,0.988502,60.3076,50.1171
338,2,82,91,92,0.2,0.995878,96.4774,87.7127
339,38,54,115,117,0.2,0.999999,135.867,105.67
340,77,10,78,75,0.2,0.999705,65.0407,62.4558
341,38,62,103,114,0.2,0.999853,114.922,84.2682
342,47,16,78,68,0.2,0.999869,81.8804,77.245
343,50,51,110,65,0.2,0.999034,73.1501,61.1979
344,66,64,109,76,0.2,0.836711,54.5789,34.8701
345,122,175,102,61,0.2,0.982806,132.27,96.8164
346,165,59,77,86,0.2,0.999667,112.051,105.792
347,13,82,70,74,0.2,0.973356,63.7347,53.8398
348,117,48,91,63,0.2,0.994739,40.3143,36.8368
349,168,173,86,80,0.2,0.999998,170.534,119.044
350,148,62,83,91,0.2,0.970292,92.7004,63.2428
351,53,30,100,83,0.2,1,98.5914,88.8609
352,123,157,89,118,0.2,0.998596,72.1682,61.5624
353,161,80,97,80,0.2,0.940116,62.7592,53.3015
354,19,82,80,98,0.2,0.944357,75.6966,64.8982
355,92,12,71,109,0.2,0.999897,117.085,91.5625
356,14,11,62,74,0.2,0.999133,108.424,103.005
357,111,24,76,105,0.2,0.98555,112.904,86.8279
358,15,4,98,96,0.2,1,170.7,151.148
359,90,132,92,64,0.2,0.970762,69.602,54.7133
360,110,56,110,91,0.2,0.970964,34.8601,30.6556
361,102,99,68,82,0.2,0.986247,51.0205,35.4667
362,15,36,82,68,0.2,0.999009,96.9272,88.8743
363,9,97,61,92,0.2,0.994453,55.6822,51.9285
364,70,5,93,107,0.2,0.999653,122.701,112.712
365,98,100,80,96,0.2,0.862103,21.8653,17.3293
366,142,34,70,120,0.2,0.999999,154.364,129.048
367,160,86,73,71,0.2,0.988627,98.694,84.0308
368,124,128,71,117,0.2,0.990974,63.2353,44.7723
369,107,133,71,62,0.2,0.997694,105.864,71.8231
370,136,154,104,98,0.2,0.998441,86.8758,73.576
371,119,119,90,61,0.2,0.979897,85.6497,57.2067
372,95,23,98,100,0.2,0.998459,79.48,69.017
373,108,17,68,87,0.2,0.999992,107.965,91.9787
374,27,130,62,113,0.2,0.999833,49.8862,48.2953
375,170,72,108,84,0.2,0.993821,72.4607,65.8457
376,124,58,60,81,0.2,0.961421,85.5482,58.7189
377,53,63,111,88,0.2,0.998683,81.9372,63.4073
378,10,130,83,81,0.2,0.99611,119.03,88.808
379,178,178,79,116,0.2,0.999996,156.969,125.805
380,5,171,119,106,0.2,0.999843,174.64,150.105
381,155,45,105,83,0.2,0.999927,86.252,76.842
382,4,174,103,72,0.2,0.999989,196.406,162.712
383,124,86,77,91,0.2,0.765285,51.1008,34.508
384,168,173,114,98,0.2,1,125.875,104.202
385,83,74,87,74,0.2,0.834629,4.4892,3.1594
386,42,48,94,67,0.2,0.998158,69.9979,64.2825
387,5,152,93,64,0.2,0.999994,171.111,139.825
388,30,151,117,92,0.2,0.99999,142.301,108.418
389,38,129,80,71,0.2,0.998864,98.1268,79.4668
390,116,106,80,99,0.2,0.90908,42.5918,29.4383
391,48,50,70,64,0.2,0.995145,35.8797,33.1692
392,129,135,91,76,0.2,0.994995,95.7216,71.4998
393,30,106,118,120,0.2,0.998891,100.179,82.7139
394,21,119,107,106,0.2,0.998071,97.1123,90.1575
395,164,60,63,107,0.2,0.999996,141.615,108.329
396,98,117,73,61,0.2,0.926282,79.5994,40.0664
397,4,54,112,78,0.2,1,128.515,121.15
398,123,73,113,84,0.2,0.85002,20.6619,16.7717
399,31,50,81,85,0.2,0.99998,83.2737,78.184
400,162,32,62,109,0.2,0.999983,169.935,145.168
401,15,159,93,71,0.2,0.999906,162.041,131.384
402,24,60,116,76,0.2,0.999706,106.872,87.0768
403,45,139,61,80,0.2,0.777511,73.3073,53.578
404,151,164,91,108,0.2,0.999691,114.422,103.901
405,40,51,86,106,0.2,0.998867,100.422,87.1033
406,2,64,120,89,0.2,0.999997,139.3,114.712
407,145,116,113,87,0.2,0.997315,60.3026,54.0122
408,165,97,93,95,0.2,0.996796,72.7087,60.949
409,125,88,67,66,0.2,0.898621,78.4883,48.9896
