id,originX,originY,destX,destY,lambda,Pw,Lw,ew
1217,141,113,140,159,0.1,0.786451,47.2526,32.6424
1218,162,144,132,151,0.1,0.446247,36.8804,12.77
1219,144,78,163,135,0.1,0.932525,76.7449,56.2718
1220,169,87,140,174,0.1,0.965942,115.614,77.9858
1221,91,100,148,132,0.1,0.975872,88.6001,56.5352
1222,125,47,151,132,0.1,0.913849,110.391,77.0221
1223,166,75,134,153,0.1,0.929956,112.156,66.8521
1224,66,57,171,138,0.1,0.999806,181.817,71.3487
1225,165,87,127,131,0.1,0.946765,81.936,64.1623
1226,51,50,157,158,0.1,0.999589,209.308,105.946
1227,152,59,127,159,0.1,0.931673,122.567,81.8793
1228,89,54,174,131,0.1,0.99865,159.49,72.5771
1229,169,47,142,135,0.1,0.978532,115.551,86.0952
1230,85,163,159,144,0.1,0.935865,92.4627,59.9412
1231,41,104,164,178,0.1,0.993532,193.375,115.54
1232,48,67,132,153,0.1,0.999958,165.833,74.6609
1233,139,51,120,158,0.1,0.836657,125.849,78.3858
1234,102,170,161,153,0.1,0.966419,75.7426,54.256
1235,157,46,161,147,0.1,0.907656,104.436,66.0498
1236,28,119,171,137,0.1,0.929916,158.895,104.883
1237,21,83,165,132,0.1,0.999998,189.287,89.0992
1238,33,3,158,128,0.1,1,244.105,159.15
1239,104,42,142,120,0.1,0.98717,115.393,68.8857
1240,84,4,146,135,0.1,0.99986,190.09,120.329
1241,150,76,171,148,0.1,0.952078,93.0746,62.7214
1242,4,129,142,172,0.1,0.984343,180.048,131.793
1243,112,86,137,121,0.1,0.964571,59.4725,35.252
1244,125,155,125,168,0.1,0.761709,13.2573,9.03551
1245,154,178,159,149,0.1,0.972545,34.4512,27.7281
1246,28,153,122,142,0.1,0.975865,104.631,81.0344
1247,55,127,132,160,0.1,0.947467,109.235,84.6477
1248,128,60,166,155,0.1,0.96063,131.811,89.4909
1249,114,9,123,122,0.1,0.990942,121.284,99.3133
1250,117,103,123,128,0.1,0.953663,31.4499,21.0415
1251,119,33,136,161,0.1,0.901243,145.318,77.0992
1252,175,1,132,150,0.1,0.971456,190.579,161.577
1253,101,154,127,148,0.1,0.887747,32.6733,21.2956
1254,26,150,126,155,0.1,0.940209,104.282,77.6889
1255,49,103,170,156,0.1,0.98093,172.828,93.5669
1256,49,44,153,126,0.1,0.999966,181.959,94.5048
1257,11,11,142,123,0.1,1,236.769,160.842
1258,145,103,126,172,0.1,0.937723,88.7892,50.1337
1259,136,107,179,125,0.1,0.601617,60.6917,26.0255
1260,3,72,177,155,0.1,1,249.93,135.225
1261,118,115,167,133,0.1,0.89894,67.0571,37.2002
1262,9,96,152,131,0.1,0.999794,175.512,111.842
1263,4,20,180,135,0.1,1,282.522,182.775
1264,35,65,120,123,0.1,0.999996,140.949,81.8107
1265,9,100,126,159,0.1,0.997791,173.77,111.724
1266,38,16,165,176,0.1,1,280.604,150.024
1267,107,140,155,160,0.1,0.848527,67.4479,46.4711
1268,175,129,175,160,0.1,0.659616,31.5005,15.7194
1269,78,4,122,169,0.1,0.996812,206.287,126.401
1270,14,107,130,133,0.1,0.999597,139.775,115.142
1271,14,54,168,136,0.1,1,229.409,137.488
1272,2,28,136,142,0.1,1,244.346,155.119
1273,150,118,155,139,0.1,0.711235,26.2016,13.9217
1274,73,49,178,141,0.1,0.997632,192.687,80.9181
1275,46,107,160,172,0.1,0.990468,176.592,87.1279
1276,44,124,161,145,0.1,0.967658,137.119,97.4415
1277,114,109,167,123,0.1,0.959334,66.7284,32.387
1278,77,160,166,126,0.1,0.983498,122.49,83.1701
1279,91,67,160,170,0.1,0.996713,168.464,61.986
1280,115,8,132,123,0.1,0.97365,132.232,94.1071
1281,109,100,127,122,0.1,0.918909,39.6496,30.0784
1282,71,110,164,121,0.1,0.964298,102.65,39.6514
1283,119,130,150,136,0.1,0.831638,38.4457,21.9081
1284,47,1,121,128,0.1,1,195.671,122.038
1285,65,131,131,135,0.1,0.931839,70.6796,44.7501
1286,70,70,121,160,0.1,0.999967,139.783,74.8455
1287,7,150,134,132,0.1,0.906581,145.179,94.2352
1288,145,123,163,155,0.1,0.923887,51.0686,24.3
1289,78,102,137,162,0.1,0.974454,117.53,61.0091
1290,97,96,125,130,0.1,0.939629,61.786,30.0885
1291,109,130,149,168,0.1,0.934059,78.3158,43.2492
1292,6,58,152,136,0.1,1,217.726,134.915
1293,23,144,123,158,0.1,0.898203,115.183,68.3173
1294,103,38,139,150,0.1,0.975346,145.307,103.535
1295,162,41,130,170,0.1,0.806418,165.58,72.337
1296,162,133,176,153,0.1,0.750697,36.489,14.656
1297,30,173,157,122,0.1,0.999678,175.802,119.226
1298,102,35,138,174,0.1,0.989765,173.894,127.861
1299,80,72,161,172,0.1,0.99998,178.441,51.7588
1300,173,57,159,151,0.1,0.941164,107.931,68.1028
1301,154,174,149,151,0.1,0.997863,27.4556,26.246
1302,142,121,159,147,0.1,0.770456,42.9416,23.7772
1303,12,107,177,168,0.1,0.99998,222.003,145.963
1304,166,113,153,157,0.1,0.853865,57.2216,27.2913
1305,118,52,125,160,0.1,0.933464,114.629,67.9096
1306,146,81,158,157,0.1,0.820506,87.7678,54.3068
1307,113,166,180,136,0.1,0.971865,96.2075,51.9803
1308,81,31,177,170,0.1,0.996742,231.184,114.307
1309,69,83,136,162,0.1,0.999428,140.76,42.9342
1310,126,125,134,148,0.1,0.791346,31.2784,18.9488
1311,20,42,135,125,0.1,0.999999,191.172,105.173
1312,30,161,131,160,0.1,0.969978,101.288,81.3968
1313,178,34,169,171,0.1,0.913395,145.051,104.018
1314,107,25,162,175,0.1,0.899063,203.205,126.435
1315,66,81,165,146,0.1,0.999968,160.566,50.4897
1316,75,103,124,159,0.1,0.988235,105.082,67.3288
1317,177,82,151,143,0.1,0.7623,86.8886,46.3753
1318,110,162,178,168,0.1,0.852541,73.4558,49.2154
1319,68,14,160,128,0.1,0.999985,200.669,113.969
1320,168,135,124,137,0.1,0.998015,45.679,38.2888
1321,4,9,160,133,0.1,1,266.489,177.172
1322,46,50,164,169,0.1,0.999995,233.306,113.073
1323,7,173,166,177,0.1,0.617906,160.943,79.0005
1324,94,81,149,144,0.1,0.940248,117.313,55.7128
1325,63,69,165,150,0.1,0.999996,179.41,54.7743
1326,147,14,137,126,0.1,0.963733,121.346,100.948
1327,176,13,140,124,0.1,0.991483,146.568,107.741
1328,129,149,127,126,0.1,0.914062,25.4263,20.1617
1329,178,31,137,170,0.1,0.953884,179.224,128.418
1330,35,103,140,142,0.1,0.996908,142.599,109.836
1331,54,113,175,141,0.1,0.992271,147.676,78.7339
1332,90,9,123,152,0.1,0.995354,175.275,130.709
1333,21,152,134,124,0.1,0.98884,139.752,103.015
1334,45,90,159,139,0.1,0.99957,161.302,83.1739
1335,134,161,126,149,0.1,0.933136,19.932,15.2491
1336,172,175,130,177,0.1,0.999157,43.9814,36.2885
1337,161,96,170,145,0.1,0.932347,59.8519,38.8317
1338,2,82,151,152,0.1,1,206.417,103.48
1339,38,54,175,177,0.1,1,251.935,122.319
1340,77,10,138,135,0.1,0.998907,183.28,108.64
1341,38,62,163,174,0.1,0.999934,232.161,107.901
1342,47,16,138,128,0.1,1,199.059,119.053
1343,50,51,170,125,0.1,0.999975,189.685,97.9459
1344,66,64,169,136,0.1,0.995775,171.76,63.4225
1345,122,175,162,121,0.1,0.99999,92.9086,62.4082
1346,165,59,137,146,0.1,0.862118,113.485,83.5032
1347,13,82,130,134,0.1,1,161.278,91.7258
1348,117,48,151,123,0.1,0.983356,108.136,80.2763
1349,168,173,146,140,0.1,0.999794,53.7292,50.134
1350,148,62,143,151,0.1,0.959614,94.2894,61.9217
1351,53,30,160,143,0.1,1,214.348,103.802
1352,123,157,149,178,0.1,0.958491,47.9158,19.4853
1353,161,80,157,140,0.1,0.822813,64.2605,38.1998
1354,19,82,140,158,0.1,0.999997,191.545,90.364
1355,92,12,131,169,0.1,0.989181,191.854,118.681
1356,14,11,122,134,0.1,1,223.518,148.527
1357,111,24,136,165,0.1,0.864328,164.497,107.03
1358,15,4,158,156,0.1,1,283.477,179.679
1359,90,132,152,124,0.1,0.656417,69.3886,38.567
1360,110,56,170,151,0.1,0.994323,152.52,62.9514
1361,102,99,128,142,0.1,0.921924,68.3721,48.4437
1362,15,36,142,128,0.1,1,213.34,125.657
1363,9,97,121,152,0.1,0.999911,164.974,115.565
1364,70,5,153,167,0.1,0.998728,238.724,138.07
1365,98,100,140,156,0.1,0.980498,98.0808,57.7932
1366,142,34,130,180,0.1,0.957487,156.812,108.473
1367,160,86,133,131,0.1,0.922582,72.462,48.9934
1368,124,128,131,177,0.1,0.880939,58.1914,27.8244
1369,107,133,131,122,0.1,0.932743,36.8843,18.4907
1370,136,154,164,158,0.1,0.854109,32.7218,17.4101
1371,119,119,150,121,0.1,0.924468,33.2658,21.8038
1372,95,23,158,160,0.1,0.996011,196.768,105.437
1373,108,17,128,147,0.1,0.93316,149.248,99.6078
1374,27,130,122,173,0.1,0.847794,140.401,74.7969
1375,170,72,168,144,0.1,0.878002,74.1185,58.8183
1376,124,58,120,141,0.1,0.879688,88.0779,47.8213
1377,53,63,171,148,0.1,0.999877,199.297,88.8171
1378,10,130,143,141,0.1,0.993873,141.296,118.83
1379,178,178,139,176,0.1,0.999556,40.1561,37.7015
1380,5,171,179,166,0.1,0.723923,177.277,99.5658
1381,155,45,165,143,0.1,0.966079,107.267,76.3174
1382,4,174,163,132,0.1,0.999996,199.195,145.009
1383,124,86,137,151,0.1,0.696839,77.858,41.9858
1384,168,173,174,158,0.1,0.865844,22.3033,14.0134
1385,83,74,147,134,0.1,0.997601,122.969,45.5336
1386,42,48,154,127,0.1,0.999994,187.735,106.335
1387,5,152,153,124,0.1,0.996045,174.877,136.186
1388,30,151,177,152,0.1,0.862029,147.016,92.6749
1389,38,129,140,131,0.1,0.980629,103.344,84.177
1390,116,106,140,159,0.1,0.881565,76.353,36.4661
1391,48,50,130,124,0.1,0.999997,154.322,97.4426
1392,129,135,151,136,0.1,0.802539,23.4435,12.4435
1393,30,106,178,180,0.1,0.999886,217.402,113.644
1394,21,119,167,166,0.1,0.975603,191.258,103.35
1395,164,60,123,167,0.1,0.980378,144.818,99.4316
1396,98,117,133,121,0.1,0.892287,39.8163,25.624
1397,4,54,172,138,0.1,1,239.163,150.808
1398,123,73,173,144,0.1,0.91926,123.079,79.2004
1399,31,50,141,145,0.1,1,199.874,109.425
1400,162,32,122,169,0.1,0.869821,174.558,115.575
1401,15,159,153,131,0.1,0.993436,164.228,125.138
1402,24,60,176,136,0.1,0.999915,221.044,101.287
1403,45,139,121,140,0.1,0.993809,76.3463,64.1543
1404,151,164,151,168,0.1,0.691317,4.1541,2.58963
1405,40,51,146,166,0.1,0.999997,215.152,112.695
1406,2,64,180,149,0.1,1,255.907,159.609
1407,145,116,173,147,0.1,0.888911,59.7907,28.7369
1408,165,97,153,155,0.1,0.84736,71.1738,32.3436
1409,125,88,127,126,0.1,0.925481,40.6532,30.7611
1410,124,122,136,164,0.1,0.865909,53.7617,31.4344
1411,110,84,174,175,0.1,0.987807,153.272,58.9847
1412,56,94,155,138,0.1,0.992465,141.713,79.8005
1413,28,57,169,135,0.1,0.999996,214.473,112.711
1414,1,10,154,164,0.1,1,292.337,177.075
1415,25,170,163,165,0.1,0.915721,140.671,94.0709
1416,93,122,145,138,0.1,0.949318,68.1375,46.9312
1417,7,173,150,179,0.1,0.799808,147.742,91.0572
1418,19,52,155,166,0.1,1,241.778,123.113
1419,116,28,179,141,0.1,0.985498,172.858,101.277
1420,132,100,158,152,0.1,0.9262,77.5321,46.3093
1421,144,52,157,154,0.1,0.825199,114.102,64.5473
1422,4,88,123,157,0.1,0.999996,182.763,94.2727
1423,82,140,168,175,0.1,0.996433,119.414,79.0559
1424,90,72,156,173,0.1,0.983557,161.179,52.494
1425,179,89,154,171,0.1,0.694289,106.764,58.7867
1426,106,48,122,177,0.1,0.98914,144.853,99.3694
1427,44,128,176,167,0.1,0.99747,169.198,118.611
1428,36,3,175,146,0.1,1,274.783,163.701
1429,149,137,177,141,0.1,0.568939,32.5797,10.6299
1430,29,139,150,135,0.1,0.978073,124.893,76.5243
1431,132,69,154,145,0.1,0.958981,96.6282,69.5055
1432,59,32,147,129,0.1,0.999988,179.114,94.4954
1433,20,177,151,169,0.1,0.992754,137.735,100.252
1434,162,155,150,154,0.1,0.947324,12.8584,10.6578
1435,39,124,153,124,0.1,0.938688,112.972,88.504
1436,25,64,141,139,0.1,1,184.434,96.1901
1437,63,36,128,130,0.1,0.999766,156.25,73.3847
1438,114,40,162,152,0.1,0.977741,159.485,105.687
1439,11,175,151,141,0.1,0.999723,172.137,136.729
1440,164,87,145,127,0.1,0.963195,59.0926,46.3998
1441,145,132,130,132,0.1,0.945251,14.9137,12.9789
1442,49,162,133,180,0.1,0.603926,100.901,48.9983
1443,141,84,136,139,0.1,0.616108,59.9072,30.6629
1444,47,168,143,131,0.1,0.999752,131.977,84.1567
1445,31,95,166,153,0.1,0.999752,188.274,94.7802
1446,114,112,126,120,0.1,0.897878,20.3046,12.8757
1447,12,136,139,132,0.1,0.696518,129.575,78.3324
1448,30,49,141,142,0.1,1,197.687,110.115
1449,144,176,138,153,0.1,0.997123,28.3584,26.5446
1450,106,36,153,172,0.1,0.963271,180.927,132.316
1451,163,160,127,157,0.1,0.994306,39.0235,34.0814
1452,78,10,139,138,0.1,0.998112,186.558,108.76
1453,88,174,125,180,0.1,0.498553,42.9997,19.3354
1454,52,137,146,177,0.1,0.880088,133.258,78.3856
1455,62,28,173,122,0.1,1,197.179,86.1558
1456,110,158,159,122,0.1,0.963674,85.1249,52.7847
1457,139,172,155,129,0.1,0.989465,59.7558,42.3029
1458,17,21,151,136,0.1,1,240.47,146.982
1459,22,98,153,141,0.1,0.999725,171.571,103.596
1460,146,156,143,123,0.1,0.999209,36.1786,30.3703
1461,172,152,168,156,0.1,0.670144,8.45962,4.14636
1462,12,113,124,124,0.1,0.997908,119.964,99.7559
1463,14,94,143,153,0.1,0.999974,184.881,93.0736
1464,142,90,173,154,0.1,0.955,96.1082,57.4043
1465,75,31,141,154,0.1,0.999198,185.075,102.75
1466,11,47,153,121,0.1,1,211.009,131.275
1467,65,32,164,174,0.1,0.999791,236.168,98.4849
1468,142,137,133,161,0.1,0.79787,34.164,17.7382
1469,137,36,152,158,0.1,0.929032,136.111,97.0234
1470,101,107,167,134,0.1,0.933107,93.6744,48.6633
1471,116,121,125,139,0.1,0.864071,27.0666,19.947
1472,67,114,166,179,0.1,0.977931,161.829,71.6784
1473,81,123,133,158,0.1,0.945951,87.0108,52.5034
1474,75,98,127,142,0.1,0.986212,94.88,51.8127
1475,101,68,154,125,0.1,0.88961,108.878,62.6558
1476,56,166,140,166,0.1,0.940854,83.455,58.0533
1477,79,17,169,180,0.1,0.999036,249.742,133.088
1478,163,172,167,121,0.1,0.996199,56.3778,45.5137
1479,163,1,133,157,0.1,0.975639,184.052,144.076
1480,71,53,179,139,0.1,0.999823,190.604,83.7896
1481,68,139,158,147,0.1,0.835741,97.0019,64.9961
1482,121,48,172,142,0.1,0.963324,144.359,92.7047
1483,175,154,133,138,0.1,0.999979,57.4353,49.5624
1484,91,162,174,121,0.1,0.996588,122.587,77.5957
1485,58,136,127,139,0.1,0.902359,71.3983,52.1431
1486,27,29,150,122,0.1,1,209.902,125.748
1487,148,77,142,159,0.1,0.80739,87.8518,48.4318
1488,43,97,129,172,0.1,0.995793,156.226,66.4647
1489,25,117,131,127,0.1,0.948896,114.268,93.5312
1490,136,1,134,124,0.1,0.926366,124.182,99.0853
1491,157,136,169,165,0.1,0.802402,41.3868,17.7347
1492,141,123,178,127,0.1,0.575235,40.6311,19.9538
1493,67,76,165,135,0.1,0.999398,153.365,45.592
1494,6,60,153,138,0.1,0.999999,218.647,129.605
1495,52,167,145,150,0.1,0.945403,109.271,75.9383
1496,45,109,177,150,0.1,0.999056,170.929,73.8511
1497,7,104,145,135,0.1,0.999927,167.364,146.359
1498,57,128,149,126,0.1,0.884722,93.2357,58.3154
1499,159,86,124,177,0.1,0.99255,123.209,71.7008
1500,86,22,124,53,0.05,0.994373,69.2197,55.1574
1501,44,85,115,45,0.05,0.996809,107.915,53.7867
1502,172,0,92,22,0.05,0.999832,98.8811,94.4822
1503,82,168,158,162,0.05,0.907153,83.0632,40.5802
1504,148,178,150,112,0.05,0.999748,67.5851,57.398
1505,109,126,129,57,0.05,0.806739,88.9288,30.2554
1506,0,170,137,111,0.05,0.99973,194.487,129.667
1507,108,18,14,66,0.05,0.997601,142.935,75.3313
1508,156,129,2,36,0.05,1,238.899,112.565
1509,153,58,162,89,0.05,0.94653,42.0889,26.5294
1510,121,76,87,0,0.05,0.83639,108.536,27.269
1511,168,54,172,28,0.05,0.646636,31.5486,7.69268
1512,6,27,113,84,0.05,1,161.549,135.088
1513,10,107,174,140,0.05,0.999948,194.019,140.117
1514,54,34,119,97,0.05,0.999957,126.942,97.9008
1515,26,139,3,123,0.05,0.904556,40.6985,18.503
1516,3,161,160,23,0.05,1,286.277,166.497
1517,58,14,103,48,0.05,0.999979,79.6414,56.1327
1518,84,28,1,13,0.05,0.328672,97.8526,21.9344
1519,23,116,33,64,0.05,0.728972,64.47,22.2741
1520,101,177,11,99,0.05,0.999905,166.38,97.067
1521,29,172,135,92,0.05,0.99985,181.166,125.721
1522,48,70,78,124,0.05,0.977264,82.6665,59.9867
1523,121,123,67,61,0.05,0.999253,113.909,69.8465
1524,21,23,158,82,0.05,0.999908,193.798,129.294
1525,92,43,154,50,0.05,0.86121,69.4608,29.7402
1526,112,66,95,180,0.05,0.572269,129.366,30.4036
1527,167,26,7,176,0.05,1,298.201,154.865
1528,149,150,174,124,0.05,0.967407,51.6607,29.6594
1529,133,8,12,97,0.05,1,199.654,115.199
1530,149,12,56,14,0.05,0.797554,97.7455,35.294
1531,110,166,29,18,0.05,0.999761,223.156,115.042
1532,6,100,155,122,0.05,0.998333,170.613,124.835
1533,108,102,58,126,0.05,0.977307,71.0092,36.6313
1534,88,123,153,62,0.05,0.974332,124.386,56.0422
1535,90,27,69,52,0.05,0.977457,45.4052,38.518
1536,118,22,147,141,0.05,0.933801,147.787,96.8228
1537,84,95,0,34,0.05,0.911837,141.497,32.6491
1538,143,3,76,50,0.05,0.998001,114.771,87.7252
1539,103,17,53,23,0.05,0.936191,57.0356,23.8556
1540,63,111,101,109,0.05,0.985592,39.9716,33.292
1541,37,125,151,4,0.05,0.999999,224.662,104.727
1542,174,179,14,162,0.05,0.714794,176.693,74.2685
1543,162,102,108,149,0.05,0.898797,101.572,41.4644
1544,113,45,50,56,0.05,0.969263,75.3166,30.9606
1545,150,73,174,41,0.05,0.383033,56.1835,15.7514
1546,80,161,160,89,0.05,0.999982,151.098,81.4578
1547,46,32,71,99,0.05,0.999871,90.5107,84.9996
1548,160,149,143,68,0.05,0.948763,96.5799,66.8954
1549,38,26,145,157,0.05,1,233.541,150.439
1550,148,18,175,87,0.05,0.992984,97.449,62.7781
1551,118,100,22,78,0.05,0.998826,116.578,40.3521
1552,20,83,2,121,0.05,0.781194,59.7859,24.8282
1553,145,26,24,3,0.05,0.231879,143.438,32.6871
1554,148,16,87,177,0.05,0.997219,211.733,133.048
1555,63,172,52,72,0.05,0.875884,109.17,63.2891
1556,143,150,42,156,0.05,0.520763,106.6,19.596
1557,11,19,21,85,0.05,0.999401,75.8486,62.9603
1558,44,100,158,97,0.05,0.432784,117.268,30.7
1559,152,138,25,108,0.05,0.998943,154.097,102.237
1560,85,141,14,165,0.05,0.543091,94.7951,24.5995
1561,172,62,94,125,0.05,0.989965,137.916,84.0856
1562,137,35,43,43,0.05,0.375399,102.05,34.5923
1563,162,115,180,31,0.05,0.503292,112.307,23.787
1564,39,7,93,50,0.05,0.999091,96.4609,85.919
1565,50,88,166,26,0.05,0.96944,172.064,66.1791
1566,19,97,114,89,0.05,0.957175,103.702,63.7693
1567,123,45,122,39,0.05,0.36656,7.05681,2.51886
1568,114,163,42,81,0.05,0.992604,152.549,102.355
1569,102,69,119,135,0.05,0.914887,82.5282,45.2152
1570,107,38,116,14,0.05,0.306728,32.9467,7.29026
1571,149,173,179,74,0.05,0.970519,127.447,52.0212
1572,4,129,105,76,0.05,0.999987,151.385,98.9333
1573,154,53,16,164,0.05,0.999997,237.632,104.697
1574,81,161,70,91,0.05,0.999766,79.7007,70.2464
1575,40,129,69,40,0.05,0.75095,117.002,65.3365
1576,52,58,128,42,0.05,0.52167,92.0697,40.8103
1577,98,155,173,69,0.05,0.96635,157.334,64.7567
1578,11,130,73,39,0.05,0.988534,152.96,91.073
1579,15,58,139,27,0.05,0.750046,154.257,55.4945
1580,122,130,116,121,0.05,0.94325,15.474,11.9282
1581,103,117,98,40,0.05,0.743939,81.7742,30.9368
1582,24,162,75,166,0.05,0.804817,55.6196,30.4285
1583,79,98,107,121,0.05,0.962168,50.5985,29.3942
1584,138,23,155,127,0.05,0.894063,119.633,96.575
1585,106,114,104,105,0.05,0.693649,11.1252,7.22039
1586,81,46,4,143,0.05,0.998359,167.898,60.1748
1587,168,112,35,143,0.05,0.995675,163.557,56.6715
1588,97,104,132,150,0.05,0.908724,80.0056,45.8082
1589,132,112,21,89,0.05,0.997265,131.155,58.6799
1590,169,4,169,27,0.05,0.97967,22.1823,20.2947
1591,114,155,34,12,0.05,0.999048,219.304,101.005
1592,41,70,104,92,0.05,0.99987,84.244,71.1871
1593,172,109,131,53,0.05,0.355318,96.9602,27.3534
1594,154,143,125,58,0.05,0.727947,119.852,38.877
1595,102,139,126,94,0.05,0.976406,68.538,33.6892
1596,161,22,166,144,0.05,0.980195,127.74,100.88
1597,174,158,108,62,0.05,0.999228,161.699,72.624
1598,125,161,7,122,0.05,0.993628,156.978,59.7914
1599,151,60,126,47,0.05,0.699875,40.4246,17.1719
1600,148,145,134,120,0.05,0.995428,38.3525,34.3275
1601,109,125,39,177,0.05,0.509765,121.868,36.6994
1602,36,165,120,72,0.05,0.999998,175.204,104.73
1603,101,24,17,14,0.05,0.554568,96.2173,22.3009
1604,114,127,14,141,0.05,0.372756,113.893,26.7226
1605,24,136,0,9,0.05,0.94167,154.498,43.259
1606,150,40,133,20,0.05,0.499361,36.6004,11.4272
1607,123,145,118,66,0.05,0.970512,84.8271,61.2638
1608,131,165,8,150,0.05,0.960741,139.379,48.3268
