id,originX,originY,destX,destY,lambda,Pw,Lw,ew
1609,89,15,79,38,0.05,0.983675,32.9615,25.8408
1610,160,11,8,35,0.05,0.872796,176.918,72.0405
1611,122,140,101,159,0.05,0.762715,41.2548,10.7749
1612,91,19,81,55,0.05,0.943629,45.5711,36.2638
1613,173,4,6,71,0.05,0.999959,233.588,117.099
1614,13,37,64,34,0.05,0.990975,54.3784,41.674
1615,136,158,47,153,0.05,0.510679,94.0801,36.0429
1616,24,76,48,103,0.05,0.986875,50.6249,41.0766
1617,174,29,55,55,0.05,0.973095,145.219,68.9435
1618,143,136,0,31,0.05,0.999568,239.951,108.71
1619,91,168,46,136,0.05,0.979448,77.8794,40.9608
1620,74,12,73,85,0.05,0.996599,73.674,64.6911
1621,59,1,159,98,0.05,0.999979,192.525,118.326
1622,4,150,20,37,0.05,0.376349,128.829,40.8967
1623,29,125,176,20,0.05,1,239.185,106.096
1624,101,91,161,135,0.05,0.986951,102.981,40.9706
1625,116,139,162,83,0.05,0.99608,100.698,42.6176
1626,73,54,18,70,0.05,0.772349,71.4646,24.5339
1627,117,48,124,109,0.05,0.990997,67.9656,61.2677
1628,34,20,75,129,0.05,0.997295,149.465,117.567
1629,41,70,111,35,0.05,0.962607,104.912,50.1527
1630,133,74,139,166,0.05,0.906016,98.8968,58.0287
1631,139,52,114,16,0.05,0.739246,63.6331,16.8103
1632,55,135,101,58,0.05,0.996733,118.607,68.1593
1633,39,48,127,169,0.05,0.999997,203.607,100.962
1634,30,159,167,59,0.05,0.999999,227.631,128.55
1635,142,165,74,79,0.05,0.998835,152.527,105.409
1636,172,105,169,116,0.05,0.687121,15.1197,6.84745
1637,89,138,65,173,0.05,0.669151,64.0174,18.3626
1638,37,61,122,170,0.05,0.999502,190.172,99.2384
1639,134,94,57,44,0.05,0.992786,124.491,65.6824
1640,74,43,20,174,0.05,0.912203,183.25,59.9447
1641,163,140,153,1,0.05,0.413515,148.386,28.5782
1642,45,90,158,63,0.05,0.908147,134.938,69.3991
1643,65,19,177,70,0.05,0.997923,162.234,75.5117
1644,23,111,53,136,0.05,0.925849,56.9566,31.3092
1645,50,98,39,153,0.05,0.768732,68.5438,29.4697
1646,164,64,45,34,0.05,0.543895,148.569,45.6834
1647,102,22,141,110,0.05,0.996312,125.564,95.1866
1648,55,135,157,131,0.05,0.839163,107.419,47.5963
1649,168,132,14,101,0.05,0.999532,182.382,73.561
1650,144,2,62,82,0.05,0.997874,159.391,117.493
1651,28,86,44,116,0.05,0.728368,47.0548,22.4705
1652,26,76,164,132,0.05,0.999999,188.557,80.3474
1653,170,112,142,14,0.05,0.234901,125.541,28.5585
1654,25,179,132,36,0.05,0.984175,242.434,165.446
1655,25,122,112,29,0.05,0.999985,173.629,101.423
1656,34,23,81,61,0.05,0.998332,82.0927,78.591
1657,81,9,28,121,0.05,0.998047,162.091,79.2739
1658,153,107,94,89,0.05,0.817925,76.8068,52.3722
1659,127,43,11,109,0.05,0.999965,177.13,85.061
1660,134,54,1,26,0.05,0.869981,164.752,44.8239
1661,73,70,100,155,0.05,0.998383,111.582,61.053
1662,59,16,58,23,0.05,0.82517,8.17285,6.49756
1663,76,151,81,70,0.05,0.953807,85.5409,70.7029
1664,179,113,138,152,0.05,0.735038,79.3182,27.1894
1665,54,171,45,154,0.05,0.934012,27.3939,16.5171
1666,10,173,2,14,0.05,0.821804,170.752,51.4933
1667,129,155,106,71,0.05,0.93823,106.929,83.0742
1668,98,114,40,112,0.05,0.440211,59.8734,12.9225
1669,22,128,70,42,0.05,0.963498,134.208,98.8082
1670,100,27,98,149,0.05,0.974111,122.296,76.6362
1671,31,70,150,58,0.05,0.986895,128.619,63.2984
1672,22,79,1,80,0.05,0.409963,24.7471,5.50098
1673,27,134,89,96,0.05,0.996055,97.3094,80.8407
1674,154,5,170,164,0.05,0.935768,175.155,112.504
1675,60,87,29,166,0.05,0.913883,109.014,26.7672
1676,151,150,99,41,0.05,0.97965,157.742,100.331
1677,100,43,1,31,0.05,0.750248,116.3,25.3338
1678,179,61,138,171,0.05,0.881884,153.533,91.1241
1679,176,122,150,26,0.05,0.427842,121.825,33.6356
1680,107,138,93,102,0.05,0.986464,49.9271,40.0809
1681,176,7,104,126,0.05,0.980488,191.981,119.545
1682,167,9,125,141,0.05,0.980345,174.742,112.65
1683,59,156,104,109,0.05,0.986695,91.4568,65.2398
1684,5,58,127,144,0.05,0.999999,200.807,115.396
1685,13,136,85,141,0.05,0.991218,77.4078,50.4452
1686,114,111,65,88,0.05,0.967741,71.6496,42.4023
1687,55,59,46,132,0.05,0.944934,83.8582,48.7691
1688,83,88,110,43,0.05,0.912477,71.1908,30.4207
1689,143,134,64,63,0.05,0.999331,145.107,102.242
1690,142,31,48,30,0.05,0.496302,100.206,30.1467
1691,0,27,143,180,0.05,1,292.836,168.362
1692,30,34,150,99,0.05,0.999985,181.842,95.9665
1693,41,3,162,47,0.05,0.999838,165.307,95.4056
1694,142,75,3,29,0.05,0.98766,175.1,58.042
1695,0,31,35,159,0.05,0.776867,162.931,99.8985
1696,102,164,170,156,0.05,0.569576,76.2938,37.5775
1697,166,1,131,171,0.05,0.83762,203.399,146.091
1698,112,21,109,147,0.05,0.997406,129.018,101.283
1699,54,16,58,122,0.05,0.905776,110.853,71.6254
1700,39,128,116,163,0.05,0.901295,113.006,77.1137
1701,42,142,82,169,0.05,0.879969,69.1159,29.8487
1702,10,56,37,51,0.05,0.759945,33.8667,15.1312
1703,95,146,8,151,0.05,0.659846,97.3053,24.3935
1704,134,131,162,107,0.05,0.952197,53.0589,22.6549
1705,171,96,175,161,0.05,0.810447,68.9546,40.339
1706,115,60,85,40,0.05,0.430215,50.4769,19.4672
1707,54,118,150,42,0.05,0.997311,167.132,68.2258
1708,152,106,54,12,0.05,0.999959,186.628,88.3717
1709,141,149,23,141,0.05,0.746751,125.995,32.1878
1710,138,23,177,127,0.05,0.954516,142.131,104.128
1711,49,65,88,124,0.05,0.995458,95.099,60.2869
1712,90,83,143,167,0.05,0.98813,133.813,42.757
1713,70,153,28,77,0.05,0.913025,118.222,63.2794
1714,30,149,0,145,0.05,0.325576,34.3156,9.63547
1715,28,99,38,133,0.05,0.889356,44.0213,28.7631
1716,72,30,84,133,0.05,0.994155,113.079,76.2646
1717,26,179,18,56,0.05,0.513662,141.491,30.5448
1718,99,53,119,92,0.05,0.995263,58.668,46.6477
1719,68,55,113,55,0.05,0.984548,46.1738,40.6117
1720,63,173,149,143,0.05,0.998678,114.881,77.7808
1721,144,141,69,73,0.05,0.999995,141.608,90.4758
1722,112,14,1,102,0.05,0.999967,194.759,105.678
1723,6,118,175,146,0.05,0.994552,197.674,130.616
1724,80,153,60,172,0.05,0.302081,39.2655,9.82923
1725,5,93,69,160,0.05,0.935675,128.962,85.4253
1726,47,91,20,103,0.05,0.656995,40.016,11.8285
1727,166,73,140,153,0.05,0.859601,106.299,67.9609
1728,29,135,161,163,0.05,0.939608,158.36,80.8452
1729,118,3,143,115,0.05,0.994201,136.491,124.243
1730,173,170,168,99,0.05,0.982846,76.479,34.9504
1731,29,150,91,9,0.05,0.990881,199.025,98.1929
1732,100,104,124,103,0.05,0.807643,25.1596,16.9288
1733,10,103,165,90,0.05,0.970721,164.018,82.8059
1734,159,2,27,96,0.05,0.999249,221.962,150.505
1735,66,57,39,166,0.05,0.952667,132.258,50.0444
1736,165,87,92,170,0.05,0.971305,154.364,76.4955
1737,51,50,125,150,0.05,0.999917,170.257,97.3221
1738,152,59,25,37,0.05,0.573532,148.603,46.9795
1739,89,54,86,27,0.05,0.526444,30.8435,10.7077
1740,169,47,165,164,0.05,0.865365,122.242,82.1945
1741,85,163,58,97,0.05,0.959653,92.7393,62.6306
1742,41,104,179,117,0.05,0.861511,149.568,68.4289
1743,106,46,48,19,0.05,0.49593,90.2173,23.3872
1744,45,79,26,155,0.05,0.902946,95.7735,39.2672
1745,139,51,45,85,0.05,0.9914,125.683,74.1178
1746,102,170,104,94,0.05,0.994146,77.6438,69.0649
1747,157,46,113,5,0.05,0.54451,84.4391,21.2985
1748,127,148,28,91,0.05,0.997788,155.636,68.314
1749,176,120,21,62,0.05,1,210.16,136.672
1750,83,105,32,151,0.05,0.80805,99.5344,25.0429
1751,103,170,103,119,0.05,0.987407,49.778,47.803
1752,52,174,83,101,0.05,0.998625,103.871,92.7867
1753,31,117,149,107,0.05,0.981719,127.603,73.0369
1754,176,131,4,125,0.05,0.893415,177.85,79.8652
1755,53,46,111,155,0.05,0.998488,165.647,92.3307
1756,5,138,125,30,0.05,0.999999,217.967,112.294
1757,161,45,154,24,0.05,0.387655,28.3615,10.2311
1758,13,68,28,125,0.05,0.850629,74.8555,28.5651
1759,137,60,55,72,0.05,0.799817,93.8902,33.186
1760,72,100,127,113,0.05,0.990219,68.7533,49.416
1761,21,23,174,19,0.05,0.483993,166.583,44.9154
1762,114,9,46,51,0.05,0.998732,110.471,57.2739
1763,117,103,46,57,0.05,0.999795,114.217,48.394
1764,119,33,28,45,0.05,0.889586,104.245,36.8937
1765,175,1,66,12,0.05,0.908865,120.592,97.516
1766,4,42,101,53,0.05,0.997304,105.369,82.0041
1767,116,55,26,124,0.05,0.999326,154.656,66.5705
1768,2,41,49,54,0.05,0.999359,59.303,46.4993
1769,108,30,48,176,0.05,0.999372,201.47,78.4255
1770,124,179,11,0,0.05,0.998284,283.437,117.789
1771,7,85,144,139,0.05,0.999998,183.665,89.544
1772,93,62,135,152,0.05,0.939955,129.288,33.2132
1773,133,144,3,69,0.05,0.99947,201.521,84.8112
1774,87,140,117,178,0.05,0.314637,67.7547,20.8845
1775,84,48,9,87,0.05,0.965478,111.79,53.0963
1776,124,123,4,16,0.05,0.999934,220.94,85.7412
1777,88,123,35,30,0.05,0.965793,142.281,47.8329
1778,0,3,9,91,0.05,0.969645,98.7522,76.5215
1779,47,137,37,159,0.05,0.237192,32.0086,7.23767
1780,129,61,107,33,0.05,0.795103,51.7642,20.4567
1781,148,111,174,135,0.05,0.729502,50.202,21.0683
1782,132,115,77,107,0.05,0.850115,63.2123,41.0321
1783,160,43,14,93,0.05,0.999961,192.1,125.932
1784,71,131,14,40,0.05,0.899218,147.037,66.035
1785,175,116,2,26,0.05,1,261.855,147.548
1786,51,10,149,149,0.05,0.999999,230.528,111.26
1787,80,42,72,157,0.05,0.948742,120.783,55.8076
1788,110,143,46,61,0.05,0.996331,141.188,61.7679
1789,104,156,44,80,0.05,0.99836,135.558,88.0274
1790,127,146,113,176,0.05,0.57337,44.3276,14.1711
1791,38,126,77,83,0.05,0.997504,80.0925,73.9847
1792,174,164,90,157,0.05,0.999934,87.7745,74.2331
1793,173,22,114,74,0.05,0.999977,108.526,94.5928
1794,49,107,108,172,0.05,0.945087,123.058,59.5888
1795,116,29,71,39,0.05,0.970584,56.0365,38.1756
1796,60,77,119,11,0.05,0.992519,120.699,35.6445
1797,112,21,100,130,0.05,0.991902,119.997,91.6478
1798,47,1,158,143,0.05,1,246.23,127.441
1799,65,131,116,170,0.05,0.62316,89.9584,43.1143
1800,70,70,44,116,0.05,0.961859,71.0545,28.6368
1801,91,105,7,143,0.05,0.897569,122.029,36.2787
1802,164,18,144,159,0.05,0.807426,161.814,74.0964
1803,83,6,78,24,0.05,0.995357,24.0846,18.6844
1804,67,117,164,67,0.05,0.996558,143.575,53.3864
1805,97,96,137,94,0.05,0.45227,42.7554,8.61061
1806,109,130,32,121,0.05,0.639695,86.6623,34.1106
1807,6,58,10,158,0.05,0.790947,108.392,51.209
1808,23,144,91,134,0.05,0.982847,77.6849,61.0478
1809,103,38,74,83,0.05,0.979942,73.7511,53.3598
1810,162,41,48,164,0.05,0.999997,229.992,143.975
1811,162,133,109,104,0.05,0.998379,81.7064,65.4059
1812,30,173,35,20,0.05,0.70426,166.355,45.4044
1813,102,35,96,160,0.05,0.474831,129.729,44.1771
1814,80,72,127,46,0.05,0.87237,72.1063,14.8955
1815,173,57,81,37,0.05,0.511901,111.86,37.9524
1816,154,174,123,17,0.05,0.865919,191.335,68.7966
1817,142,121,149,13,0.05,0.770281,122.915,32.2287
1818,12,107,177,160,0.05,0.999966,214.509,148.937
1819,166,113,169,133,0.05,0.643811,23.6179,11.5346
1820,118,52,69,144,0.05,0.999552,134.856,69.1752
1821,146,81,171,76,0.05,0.234248,29.9937,6.88032
1822,113,166,178,130,0.05,0.989501,99.8493,53.3887
1823,81,31,64,135,0.05,0.987804,119.67,69.5002
1824,69,83,164,6,0.05,0.958273,169.229,39.0792
1825,126,125,27,91,0.05,0.993913,132.035,61.6014
1826,20,42,21,126,0.05,0.976107,86.2663,55.3188
1827,118,160,30,131,0.05,0.995185,117.509,57.097
1828,49,83,177,37,0.05,0.987423,169.962,55.1896
1829,85,28,106,99,0.05,0.999957,92.2123,66.4875
1830,82,145,66,15,0.05,0.533331,145.109,45.9826
1831,151,167,75,28,0.05,0.999606,212.07,120.69
1832,138,19,176,86,0.05,0.996725,106.737,76.4177
1833,10,114,110,52,0.05,0.999603,161.928,111.338
1834,19,166,67,127,0.05,0.999615,84.8466,75.6085
1835,127,68,167,148,0.05,0.972847,119.184,84.4888
1836,69,129,4,5,0.05,0.932914,187.35,72.296
1837,81,161,46,4,0.05,0.93887,188.297,83.8949
1838,106,37,7,166,0.05,0.999679,219.797,89.4954
1839,84,31,93,168,0.05,0.854292,150.084,79.0815
1840,32,129,63,6,0.05,0.599894,153.188,50.9819
1841,45,24,90,29,0.05,0.982699,50.5867,40.4921
1842,67,56,173,134,0.05,0.999688,180.755,74.0619
1843,147,14,66,124,0.05,1,183.14,126.246
1844,74,11,175,18,0.05,0.816389,111.13,33.1759
1845,29,100,129,20,0.05,0.981434,178.371,71.1881
1846,2,73,177,34,0.05,0.974635,215.406,95.0722
1847,119,147,35,68,0.05,0.993016,159.199,80.7224
1848,6,162,54,59,0.05,0.743346,156.415,58.786
1849,64,48,89,100,0.05,0.988465,77.6396,50.9014
1850,69,83,21,131,0.05,0.950772,95.3095,29.8712
1851,4,138,45,45,0.05,0.605799,133.705,50.0321
1852,104,62,134,27,0.05,0.701644,65.2999,17.3511
1853,2,35,172,3,0.05,0.876206,206.885,46.7695
1854,94,131,160,116,0.05,0.943299,79.6328,40.8039
1855,17,15,2,80,0.05,0.999852,80.5191,55.1526
1856,10,123,38,16,0.05,0.647787,139.098,48.0581
1857,87,40,76,114,0.05,0.956991,83.7032,55.7591
1858,119,173,38,24,0.05,0.999399,224.047,117.522
1859,174,29,46,150,0.05,1,243.076,148.462
1860,135,62,74,0,0.05,0.676311,121.518,38.1668
1861,50,51,107,72,0.05,0.996307,77.9106,61.6005
1862,66,64,84,89,0.05,0.9266,43.9769,24.3084
1863,122,175,14,29,0.05,0.995391,245.984,124.202
1864,165,59,141,118,0.05,0.968759,83.3514,67.4985
1865,13,82,26,14,0.05,0.473938,81.2911,29.2948
1866,117,48,55,131,0.05,0.999997,140.741,64.7323
1867,168,173,167,51,0.05,0.676042,123.299,36.5901
1868,148,62,180,56,0.05,0.234523,37.9571,8.61917
1869,7,174,52,158,0.05,0.99971,58.6797,56.4122
1870,13,123,123,34,0.05,1,187.265,104.68
1871,111,156,158,45,0.05,0.907776,160.438,56.6296
1872,10,27,160,100,0.05,1,222.464,130.554
1873,80,165,19,63,0.05,0.925523,159.453,83.0962
1874,98,2,91,101,0.05,0.999761,106.523,92.1771
1875,26,136,13,178,0.05,0.347905,54.843,12.9817
1876,114,96,110,94,0.05,0.836518,5.99913,4.81163
1877,158,29,141,76,0.05,0.993618,60.9278,57.8508
1878,15,4,171,75,0.05,0.999983,227.112,144.429
1879,90,132,33,79,0.05,0.824948,109.878,52.0035
1880,110,56,107,98,0.05,0.792886,45.3426,28.8922
1881,102,99,2,148,0.05,0.948204,147.481,48.4189
1882,15,36,7,83,0.05,0.867396,56.7285,28.2983
1883,9,97,45,140,0.05,0.994339,78.9623,68.1815
1884,70,5,147,29,0.05,0.999697,101.268,76.8736
1885,98,100,29,103,0.05,0.910581,72.8194,31.9998
1886,142,34,116,154,0.05,0.976929,146.823,93.1575
1887,160,86,162,154,0.05,0.955329,70.0343,47.6887
1888,124,128,4,4,0.05,0.999733,239.191,89.0057
1889,107,133,71,110,0.05,0.987336,59.4614,40.0238
1890,136,154,82,168,0.05,0.882905,69.0901,15.1253
1891,119,119,123,48,0.05,0.726318,79.2631,30.4061
1892,95,23,103,99,0.05,0.999087,84.2878,71.7267
1893,108,17,25,86,0.05,0.999911,149.554,93.231
1894,27,130,136,135,0.05,0.967669,112.888,90.5873
1895,170,72,106,150,0.05,0.98744,137.383,75.5357
1896,124,58,158,95,0.05,0.963008,71.5613,42.8067
1897,53,63,62,109,0.05,0.839921,55.2371,40.2611
1898,10,130,88,121,0.05,0.995889,85.848,64.9749
1899,121,124,178,0,0.05,0.611736,179.691,57.011
1900,75,3,5,166,0.05,0.947381,228.694,104.252
1901,179,97,154,71,0.05,0.604461,51.6138,19.9299
1902,174,120,4,170,0.05,0.977485,218.479,54.07
1903,173,167,123,143,0.05,0.99953,74.4245,58.2654
1904,51,80,168,5,0.05,0.849588,189.4,54.4283
1905,109,96,82,172,0.05,0.698748,102.134,23.9219
1906,31,177,42,6,0.05,0.292993,181.451,46.4109
1907,34,57,5,147,0.05,0.975553,120.222,68.8958
1908,124,177,30,121,0.05,0.999987,148.272,105.069
1909,42,45,38,91,0.05,0.990283,50.7523,44.133
1910,120,111,115,171,0.05,0.775839,64.8,33.1379
1911,136,94,29,106,0.05,0.992802,115.661,56.8857
1912,48,50,139,31,0.05,0.536598,110.728,25.3488
1913,129,135,78,77,0.05,0.940942,107.887,70.353
1914,30,106,42,92,0.05,0.942936,24.8838,22.3664
1915,21,119,16,17,0.05,0.500792,112.773,34.4094
1916,164,60,137,9,0.05,0.415981,84.7326,18.3737
1917,98,117,157,15,0.05,0.934285,159.682,44.5235
1918,95,78,4,50,0.05,0.655657,117.683,24.7843
1919,85,178,122,131,0.05,0.993147,84.381,51.7624
1920,154,113,31,19,0.05,0.999993,209.465,97.149
1921,166,98,161,51,0.05,0.311219,52.0516,15.2496
1922,113,127,136,131,0.05,0.870811,27.9605,18.176
1923,15,159,11,33,0.05,0.447183,130.121,46.1201
1924,24,60,132,20,0.05,0.484589,147.445,45.6764
1925,45,139,158,155,0.05,0.952729,128.572,81.0752
1926,151,164,55,176,0.05,0.556122,107.504,19.181
1927,40,51,54,50,0.05,0.997357,15.3366,13.1148
1928,2,64,43,2,0.05,0.655987,106.383,31.249
1929,145,116,18,2,0.05,0.999897,236.164,86.4368
1930,165,97,169,131,0.05,0.749039,39.4223,16.6525
1931,125,88,47,118,0.05,0.98209,106.018,58.0485
1932,124,122,50,162,0.05,0.867604,116.86,38.4202
1933,110,84,176,165,0.05,0.990668,145.079,55.4321
1934,56,94,11,162,0.05,0.505785,113.132,40.1396
1935,28,57,39,41,0.05,0.477336,26.7658,11.7125
1936,1,10,66,154,0.05,0.99434,209.396,151.265
1937,57,50,25,145,0.05,0.872683,128.512,46.8918
1938,128,108,93,29,0.05,0.948164,110.371,49.4553
1939,8,103,7,166,0.05,0.481137,67.6081,18.3294
1940,78,137,19,33,0.05,0.866043,159.93,61.2051
1941,34,157,115,93,0.05,0.999965,142.463,89.843
1942,111,24,131,149,0.05,0.913635,145.965,100.948
1943,104,14,143,89,0.05,0.993901,112.449,79.7369
1944,44,140,80,99,0.05,0.981815,74.5084,64.0552
1945,4,88,23,153,0.05,0.91953,84.6207,49.8785
1946,82,140,84,67,0.05,0.947399,75.7706,46.1657
1947,90,72,89,103,0.05,0.906964,32.3037,22.4793
1948,136,36,125,104,0.05,0.989393,77.5953,69.1352
1949,179,89,79,114,0.05,0.999701,123.082,105.794
1950,106,48,46,45,0.05,0.441707,63.3179,21.8693
1951,44,128,154,165,0.05,0.993326,146.215,107.818
1952,36,3,18,123,0.05,0.800035,138.872,78.3217
1953,149,137,87,39,0.05,0.990213,156.223,77.3072
1954,29,139,44,149,0.05,0.772159,25.311,13.7404
1955,146,141,131,118,0.05,0.999093,37.3974,32.7273
1956,57,31,58,154,0.05,0.492374,124.36,44.0391
1957,54,128,20,157,0.05,0.253944,62.8458,14.1807
1958,79,8,161,174,0.05,0.997891,243.988,134.547
1959,90,69,78,34,0.05,0.385096,47.0986,10.3119
1960,39,124,146,167,0.05,0.991935,148.824,99.9785
1961,25,64,75,13,0.05,0.804844,103.059,38.2456
1962,63,36,161,29,0.05,0.523345,115.076,30.5938
1963,114,40,150,20,0.05,0.417619,55.95,16.4263
1964,11,175,78,82,0.05,0.999859,157.027,140.513
1965,164,87,8,84,0.05,0.549248,161.021,42.7224
1966,145,132,93,173,0.05,0.842082,92.8358,29.262
1967,49,162,4,129,0.05,0.999725,78.342,42.6495
1968,141,84,50,137,0.05,0.98891,141.091,69.2504
1969,47,168,30,80,0.05,0.973485,106.067,59.1638
1970,31,95,106,37,0.05,0.997316,129.733,74.0523
1971,114,112,2,4,0.05,0.994342,214.07,48.0667
1972,12,136,20,104,0.05,0.971153,39.3794,32.9102
1973,143,7,30,19,0.05,0.881954,124.936,51.5241
1974,75,91,144,32,0.05,0.911159,122.385,36.6469
1975,6,51,105,111,0.05,1,157.84,130.073
1976,125,45,162,178,0.05,0.910612,168.168,104.025
1977,25,60,77,113,0.05,0.996424,104.094,79.7557
1978,6,97,88,86,0.05,0.996863,91.4465,76.9516
1979,138,101,52,85,0.05,0.998261,99.5833,48.0757
1980,54,115,61,147,0.05,0.572806,39.4747,15.788
1981,86,43,110,48,0.05,0.967827,29.6019,22.3356
1982,172,93,139,33,0.05,0.449693,92.6024,25.4332
1983,57,76,17,4,0.05,0.483505,123.872,26.1375
1984,101,111,22,76,0.05,0.962307,114.847,29.7449
1985,34,10,146,10,0.05,0.732268,117.122,51.6588
1986,30,102,171,161,0.05,0.999575,197.347,113.181
1987,16,84,12,101,0.05,0.71505,21.4463,11.7152
1988,160,120,14,80,0.05,0.999991,182.619,87.3388
1989,167,48,141,129,0.05,0.976108,106.589,69.8941
1990,40,163,74,137,0.05,0.971728,60.1773,50.8184
1991,52,147,11,36,0.05,0.838004,151.825,57.2476
1992,170,86,64,148,0.05,0.99998,164.617,96.0642
1993,83,86,141,176,0.05,0.989981,145.693,46.9147
1994,4,114,136,80,0.05,0.998178,166.91,93.0235
1995,102,14,101,6,0.05,0.458461,10.2391,2.33211
1996,66,65,15,166,0.05,0.720069,150.223,29.5509
1997,116,121,114,170,0.05,0.664171,53.7577,18.069
1998,67,114,106,63,0.05,0.982437,88.6091,46.501
1999,81,123,140,67,0.05,0.99869,113.062,51.8221
